date-time,headline,views,tags,
24/03/2022 - 15:43,Puzzling Retreat on Ethnicity Law in Abkhazia,316,"Abkhazia,Gali,Russian Occupation,Sokhumi",
24/03/2022 - 20:05,ECHR Accepts Saakashvili Cases for Review,366,"ECHR,European Court of Human Rights (ECHR),Georgia,Mikheil Saakashvili",
24/03/2022 - 18:27,"‘We Are With You,’ Georgian President Tells Ukrainians",137,"Salome Zurabishvili,War in Ukraine",
24/03/2022 - 17:18,Georgian Leaders Address NATO-Georgia Exercise 2022,301,"Georgia,NATO-Georgia relations,President Zurabishvili,Prime Minister Irakli Garibashvili,Speaker Shalva Papuashvili",
24/03/2022 - 20:41,Stoltenberg Delivers Video Address to NATO-Georgia Exercise,153,"Georgia,Jens Stoltenberg,NATO-Georgia Exercise 2022,NATO-Georgia relations,Ukraine",
24/03/2022 - 21:37,ENKA ‘Finally’ Terminates Namakhvani HPP Contract,332,"Economy Ministry,Enka Renewables,Georgia,Namakhvani HPP",
24/03/2022 - 21:52,NATO Chief Talks Georgia’s Resilience,173,"Georgia,Jens Stoltenberg,NATO,Ukraine",
24/03/2022 - 22:58,USAID Deputy Administrator Visits Georgia,140,"Georgia,Isobel Coleman,U.S.-Georgia relations,USAID",
25/03/2022 - 00:51,Garibashvili on Georgia-U.S. Partnership,171,"Georgia,Irakli Garibashvili,NATO,U.S. Embassy,U.S.-Georgia relations",
25/03/2022 - 11:49,Georgia Backs UNGA Resolution on Humanitarian Crisis in Ukraine,130,"Georgia,United Nations,War in Ukraine",
25/03/2022 - 14:41,PM Garibashvili Talks ‘Tragic’ Ukraine War,225,"Irakli Garibashvili,Ukraine,War in Ukraine",
14/03/2022 - 15:37,Zurabishvili Asks Zelenskyy to Return Ambassador to Tbilisi,275,"Salome Zurabishvili,Ukraine,Volodymyr Zelenskyy",
14/03/2022 - 15:40,"In Parliament, President Slams Ruling Georgian Dream, Opposition",819,"Georgia,Salome Zurabishvili",
14/03/2022 - 19:11,17 Runoffs in Abkhazia as Tbilisi Condemns Vote,237,"Abkhazia,Russian Occupation",
14/03/2022 - 19:37,In Quotes: Political Reactions to Zurabishvili’s Parliamentary Address,289,"Georgian Dream,Opposition,Salome Zurabishvili",
15/03/2022 - 12:56,Survey Shows Georgians Want More Gov’t Support to Ukraine,320,"CRRC Georgia,Georgia,Russian Occupation,Ukraine",
15/03/2022 - 16:25,"Georgian, Turkish FMs Hold Phone Talk",102,"David Zalkaliani,Georgia,Turkey",
15/03/2022 - 17:34,Garibashvili Talks Refusal of President’s Europe Visits,238,"Georgia,Georgian Dream,President Zurabishvili,Prime Minister Irakli Garibashvili",
15/03/2022 - 13:15,Georgian Gov’t to Sue President in Constitutional Court,1042,"Georgia,Georgian Dream",
15/03/2022 - 11:21,Sokhumi Rules Void Sale of Historic HPP Owned by Opposition Leader,113,"Abkhazia,Besleti HPP,Georgia",
15/03/2022 - 17:52,Putin Submits Tskhinvali Double Citizenship Deal for Ratification,482,"Georgia,Russia,Tskhinvali Region/South Ossetia,Vladimir Putin",
03/03/2022 - 17:12,Georgia’s PM Signs Application to Join the EU,3137,"EU-Georgia relations,Georgia,Irakli Garibashvili,meta",
03/03/2022 - 23:57,"U.S. Commends Zurabishvili, Georgian People over Ukraine",327,"Antony Blinken,Georgia,Russian Occupation,Salome Zurabishvili,U.S.-Georgia relations,Ukraine",
04/03/2022 - 13:11,"Sanctioned VTB Bank Georgia Offloads SME Debt, Deposits",329,"Economy,National Bank of Georgia,VTB Bank,War in Ukraine",
04/03/2022 - 13:54,Georgia Backs Invoking OSCE Moscow Mechanism over Ukraine,215,"Georgia,Josep Borrell,OSCE,U.S. State Department,War in Ukraine",
04/03/2022 - 12:31,Slovenia Backs Georgia’s EU Membership,203,"European Union (EU),Georgia,Slovenia",
04/03/2022 - 15:06,"Georgian, Ukrainian CSOs Call for Strong Response to Russian Aggression",190,"Georgia,Russian Occupation,War in Ukraine",
04/03/2022 - 18:59,Worries in Georgia amid Reports of Russian Influx,3437,"Irakli Kobakhidze,Migration,Refugees,Russian Occupation,Tourism,War in Ukraine",
04/03/2022 - 17:20,Calls Mount to Nationalize Russian-Owned Strategic Assets,449,"Georgia,Russia,War in Ukraine",
04/03/2022 - 19:09,105th IPRM Meeting Held in Ergneti,167,"Georgia,IPRM Ergneti,Tskhinvali Region/South Ossetia",
05/03/2022 - 23:10,Russia Allows Georgian Dairy Import,669,"Economy,Georgia,Russia,Ukraine",
26/02/2022 - 04:06,"In Photos: Thousands Rally for Ukraine, Against Garibashvili in Tbilisi",1275,"Georgia,Russian Occupation,Ukraine",
07/03/2022 - 00:08,"Kyiv Lambasts Tbilisi, Again",819,"Georgia,Russia,Ukraine",
07/03/2022 - 17:11,Economy Minister Dismisses Reports of Russian Influx,324,"Economy,Georgia,Russia",
07/03/2022 - 15:30,"PM Talks War in Ukraine, Georgia’s Economy",220,"Irakli Garibashvili,Prime Minister,War in Ukraine,საქართველო",
27/02/2022 - 03:15,In Photos: Third Day of Tbilisi for Ukraine,513,"Georgia,Kyiv,Russian Occupation,Tbilisi,Ukraine,Vladimir Putin",
07/03/2022 - 17:40,"Georgian, Polish PMs Talk over Phone",129,"European Union (EU),Georgia,Poland,War in Ukraine",
07/03/2022 - 19:51,"Georgian, Danish PMs Hold Phone Talks",112,"Denmark,European Union,Georgia,Irakli Garibashvili,Mette Frederiksen,Ukraine",
07/03/2022 - 18:44,TV Dozhd Journalist Allegedly Denied Georgia Entry,423,"Mikhail Fishman,TV Dozhd,War in Ukraine",
26/02/2022 - 16:28,Georgia to Allocate GEL 1 Mln for Ukraine Humanitarian Aid,228,"Georgia,Ukraine",
26/02/2022 - 17:10,"Zurabishvili Talks Ukraine on Phone with Michel, Macron",224,"Charles Michel,Emmanuel Macron,Georgia,Salome Zurabishvili",
26/02/2022 - 20:49,"Georgia’s ‘Main Partner Coward,’ Deputy Chief Prosecutor Says",525,"Georgia,Irakli Garibashvili,Russian Occupation,Ukraine",
27/02/2022 - 17:02,"Georgian, Ukrainian Presidents Speak on Phone",197,"Georgia,Kyiv,Salome Zurabishvili,Ukraine",
27/02/2022 - 18:48,"Georgian PM, EU Commissioner Talk Ukraine, EU Integration",170,"European Union,Georgia,Irakli Garibashvili",
27/02/2022 - 20:03,"Zalkaliani Talks Ukraine on Phone with EU, French Counterparts",122,"David Zalkaliani,European Union,France,Georgia,Josep Borrell,Ukraine",
27/02/2022 - 23:45,Georgia Sends Humanitarian Aid to Ukraine,448,"Georgia,humanitarian aid,Kyiv,Russian Occupation,Ukraine",
27/02/2022 - 23:59,"Georgian, German Presidents Hold Phone Talk",153,"Frank-Walter Steinmeier,Georgia,Germany,Russia,Salome Zurabishvili",
28/02/2022 - 10:55,"Georgian President, Dutch PM Speak Over Phone",79,"European Integration,Georgia,Mark Rutte,Netherlands,Salome Zurabishvili,Ukraine",
28/02/2022 - 01:19,Top EU Diplomat Worried Over Potential Russian Influence on Georgia,772,"European Union,Georgia,Josep Borrell,Russian Occupation,Ukraine",
28/02/2022 - 11:36,Georgia’s GDP Up 18% in January 2022,106,"Economy,Geostat,gross domestic product (GDP),National Statistics Office",
28/02/2022 - 12:48,"PM: Sanctions Ineffective, Nobody to Stop Bombing of Kyiv",658,"Irakli Garibashvili,Ukraine-Georgia relations",
17/02/2022 - 17:02,NATO Defense Ministers Restate Commitment to Open Door Policy,116,"Georgia,Jens Stoltenberg,Juansher Burchuladze,NATO-Georgia relations",
17/02/2022 - 17:50,Georgia in European Parliament’s CSDP Implementation Report,172,"Abkhazia,CSDP,European Parliament,European Union,European Union Monitoring Mission (EUMM),Georgia,Tskhinvali Region/South Ossetia",
17/02/2022 - 21:20,Russia Responds to U.S. Response on ‘Security Guarantees’,407,"Georgia,Moscow,NATO,Russia,U.S.,Ukraine",
18/02/2022 - 14:16,Bibilov Orders Review of Combat Readiness Fearing Tbilisi ‘Provocation’,488,"Georgia,Russian Occupation,Tbilisi,Tskhinvali Region/South Ossetia",
17/02/2022 - 17:50,Georgia in European Parliament’s CFSP Implementation Report,172,"European Parliament,European Union,Georgia,Russian Occupation,Ukraine",
18/02/2022 - 16:33,Five Arrested in Alleged International Fraud Scheme,539,"Georgian Dream,Prosecution,Prosecutor's Office of Georgia,United National Movement",
18/02/2022 - 19:24,Abkhazia Adopts 2022 Budget,189,"Abkhazia,budget",
19/02/2022 - 18:15,Georgian Delegation Attends Munich Security Conference,249,"David Zalkaliani,Irakli Garibashvili,Juansher Burchuladze,Munich Security Conference",
21/02/2022 - 11:54,Georgia’s Foreign Trade Up 41.2% in January 2022,141,"Economy,External Merchandise Trade,Geostat,National Statistics Office",
21/02/2022 - 12:58,ODIHR Urges Georgia to Suspend State Inspector Dissolution,138,"Georgian Dream,Nino Lomjaria,OSCE/ODIHR,Public Defender of Georgia",
21/02/2022 - 15:07,FM Zalkaliani Holds Meetings at Munich Security Conference,87,"David Zalkaliani,Georgia,Ukraine",
21/02/2022 - 16:09,"Saakashvili Goes on Hunger Strike, Again",231,"Mikheil Saakashvili,Tbilisi City Court",
21/02/2022 - 18:40,"Fearing Tbilisi ‘Provocation,’ Bzhania Puts Military on High Readiness",539,"Abkhazia,Georgia",
21/02/2022 - 20:12,"New Adjara, Batumi Police Chiefs Appointed",129,"Adjara,Georgia,Interior Ministry,Police",
21/02/2022 - 20:14,Speaker of Turkey’s Grand National Assembly Meets Georgian Leaders,129,"Georgia,Parliament of Georgia,Speaker Mustafa Şentop,Speaker Shalva Papuashvili,Turkey",
04/02/2022 - 17:54,GEL Appreciates Against USD,394,"Economy,National Bank of Georgia",
05/02/2022 - 01:29,"Hopefuls to Lead New Personal Data, Special Investigation Offices Shortlisted",159,"Georgia,Londa Toloraia,Prosecutor’s Office,State Inspector's Service",
07/02/2022 - 11:42,"Tskhinvali KGB Targets Lugar Center, U.S. Health Facilities",874,"Lugar lab,Russia,Russian disinformation,Tskhinvali Region/South Ossetia",
07/02/2022 - 14:22,8th NCDC Report on COVID-19 in Georgia,179,"Covid-19,Georgia,NCDC Georgia",
07/02/2022 - 17:10,Company Suspended from Mining in Upper Racha over License Breaches,140,"Georgia,Manganese Mining,National Agency of Mines,Racha,Shkmeri",
07/02/2022 - 20:31,Tskhinvali Leader Talks Ossetian Unity,337,"Anatoly Bibilov,Georgia,Tskhinvali Region/South Ossetia",
07/02/2022 - 17:30,"Lukashenko on Possible Abkhazia, S. Ossetia Recognition",594,"Abkhazia,Alexander Lukashenko,Georgia,Tskhinvali Region/South Ossetia",
08/02/2022 - 12:43,"Tbilisi, Sokhumi React to Lukashenko Remarks",340,"Abkhazia,Alexander Lukashenko,Belarus,Georgia,Georgian Foreign Ministry,Russian Occupation",
08/02/2022 - 15:16,"NATO Should Host Georgian, Ukrainian Leaders in Madrid, Says Polish President",151,"Andrzej Duda,Georgia,Jens Stoltenberg,NATO-Georgia relations,Poland,Ukraine",
08/02/2022 - 18:29,Russia Holds Military Drills in Occupied Tskhinvali,513,"Abkhazia,Georgia,Russia,Southern Military District,Tskhinvali Region/South Ossetia",
08/02/2022 - 17:31,Man Accused of Attacking Journalist on July 5 Released on Bail,195,"Homophobic Pogroms,July 5 Violence,Rustavi 2,Tbilisi Pride",
08/02/2022 - 19:50,Appellate Court Reduces Sentence of Tbilisi Hostage-Taker,85,Tbilisi,
08/02/2022 - 23:06,"Lukashenko Knows How to Act on Abkhazia, S. Ossetia, Says Kremlin",300,"Abkhazia,Alexander Lukashenko,Georgia,Russia,Tskhinvali Region/South Ossetia",
09/02/2022 - 14:04,Cabinet Reshuffle in Georgia,385,"Georgia,Irakli Garibashvili,Prime Minister",
09/02/2022 - 12:38,Russian Ruling Party Backs Bibilov for Tskhinvali Re-Election,165,"Anatoly Bibilov,Russian Occupation,Tskhinvali Region/South Ossetia,United Ossetia,United Russia",
26/01/2022 - 14:59,U.S. Ambassador Talks Georgia’s Stunted Institutions,174,"Irakli Kadagishvili,Kelly Degnan,U.S Embassy",
26/01/2022 - 16:59,U.S. Ambassador to Georgia Slams ‘Revanchist’ Russia,434,"Georgia,Kelly Degnan,U.S. Ambassador,U.S.-Georgia relations",
26/01/2022 - 20:58,Georgian Dream’s Draft Ukraine Resolution Criticized for Glossing Over Russia,364,"Georgia,Khatia Dekanoidze,Mamuka Mdinaradze,Russia,Ukraine",
26/01/2022 - 18:31,COVID Cases Spike in Occupied Abkhazia,106,"Abkhazia,Coronavirus,Covid-19,Tskhinvali Region/South Ossetia",
26/01/2022 - 21:40,"Georgian, Armenian Justice Ministers Meet in Yerevan",89,"Armenia,Georgia,Justice Ministry",
26/01/2022 - 22:39,Georgian Parliament Speaker Visits NATO HQ,117,"NATO,NATO-Georgia relations,Parliament Speaker,Shalva Papuashvili",
26/01/2022 - 23:23,"NATO Sends Proposals to Moscow, Door Still Open to Georgia",303,"Georgia,NATO,NATO-Georgia relations,Russia",
27/01/2022 - 12:12,‘Presidential Vote’ Slated for April 10 in Tskhinvali Region,246,"Anatoly Bibilov,Georgia,Russian Occupation,Tskhinvali Region/South Ossetia",
27/01/2022 - 12:46,"Georgians Overwhelmingly Support Joining EU, NATO, New Survey Shows",880,"European Union (EU),Georgia,NATO",
27/01/2022 - 12:52,Secretary Blinken Says “No Change” in NATO Open Door Policy,117,"Antony Blinken,Georgia,NATO,Russian Occupation,U.S.-Georgia relations",
27/01/2022 - 16:24,Georgian Public Defender Visits Strasbourg,99,"Commissioner for Human Rights,Council of Europe (CoE),Public Defender,Strasbourg,Venice Commission",
27/01/2022 - 15:07,"NDI Poll: Economy Top Concern, Lack of Confidence in Political Parties",247,"National Democratic Institute,NDI Poll,NDI Polls,Public Opinion Polls",
27/01/2022 - 21:58,In Quotes: Political Reactions to NDI-Commissioned Survey,130,"European Georgia,Georgian Dream,Lelo for Georgia,NDI Survey,Republican Party,Strategy Aghmashenebeli",
12/01/2022 - 15:05,New Deputy Education Minister Appointed,133,"Education Ministry,Georgia,Tamar Makharashvili",
12/01/2022 - 18:30,NATO Allies Reaffirm Commitment to Open Door Policy in Russia Talks,183,"Jens Stoltenberg,NATO,NATO-Georgia relations,Russia,Russian Occupation",
13/01/2022 - 12:57,HRW Report Recaps Georgia’s Tumultuous 2021,198,"Georgia,Gvote21,Human Rights Watch,Labor rights,LGBT Rights",
12/01/2022 - 16:46,"In Quotes: Political Reactions to Khazaradze, Japaridze Ruling",217,"Avtandil Tsereteli,Badri Japaridze,Mamuka Khazaradze,TBC Bank,TBC Bank Case,Tbilisi City Court",
13/01/2022 - 15:50,"Russia Reiterates Demands for NATO Non-Enlargement, Despite Pushback",153,"Alexander Grushko,NATO,Russia,Russian-occupation",
13/01/2022 - 14:32,Abkhazia on Provisional Spending amid Delayed Budget Adoption,124,"Abkhazia,budget,Russia",
13/01/2022 - 17:40,"President OKs Dissolving State Inspector, Controversial Court Law Changes",174,"Common Courts,Georgia,High Council of Justice,Salome Zurabishvili",
13/01/2022 - 18:53,GD Mulls Stripping Lelo’s Badri Japaridze of MP Mandate,199,"Badri,Georgian Dream,Lelo for Georgia",
14/01/2022 - 12:43,Foreign Trade Up by 25.6% in 2021,90,"Economy,External Merchandise Trade,Geostat,National Statistics Office",
14/01/2022 - 16:07,UN: Disbanding Inspector’s Service ‘Chilling Message’ to Other Bodies,132,"Georgia,Salome Zurabishvili,State Inspector's Service,United Nations",
14/01/2022 - 17:09,About 400 Social Service Agency Employees to Strike,141,"Health Ministry,Social Service Agency,Solidarity Network,strike",
14/01/2022 - 13:39,Georgian Defense Forces Chief Visits NATO HQ,193,"Georgia,Ministry of Defense,NATO,Slovakia,Ukraine",
24/12/2021 - 19:08,Four Georgian Citizens Released from Tskhinvali Custody,58,"Georgia,Russian Occupation,State Security Service,Tskhinvali Region/South Ossetia",
24/12/2021 - 19:54,Abasha Sakrebulo Chair Steps Down,84,"Abasha,City Council,Georgia,Georgian Dream",
27/12/2021 - 11:25,New Health Minister Appointed,168,"defense ministry,Ekaterine Tikaradze,Health Ministry,Irakli Garibashvili,Zurab Azarashvili",
24/12/2021 - 21:32,Abkhaz Opposition Leader Slams Russian MP over “Interference in Internal Affairs”,297,"Abkhazia,Adgur Ardzinba,Maria Zakharova,Russian Occupation",
27/12/2021 - 13:22,GD Aims to Dissolve Outspoken State Inspector’s Service,242,"Georgian Parliament,Irakli Kobakhidze,Londa Toloraia,State Inspector's Service",
27/12/2021 - 14:50,Two Georgian Citizens Detained Near Tskhinvali Occupation Line,138,"Georgia,Russian Occupation,State Security Service,State Security Service of Georgia,Tskhinvali Region/South Ossetia",
27/12/2021 - 19:04,U.S. ‘Strongly Requests’ GD to Pause Bill Dissolving State Inspector,208,"Kelly Degnan,Londa Toloraia,Office of the High Commissioner for Human Rights,State Inspector's Service",
27/12/2021 - 23:24,Public Defender Says Bill Abolishing State Inspector’s Service Unconstitutional,136,"Nino Lomjaria,Public Defender,State Inspector's Service",
28/12/2021 - 12:17,Hospitalized Saakashvili Refuses Prison Transfer,224,"Mikheil Saakashvili,Special Penitentiary Service",
28/12/2021 - 13:55,President Against Rushed Review of Bill Abolishing State Inspector,167,"Londa Toloraia,President of Georgia,Salome Zurabishvili,State Inspector's Service",
28/12/2021 - 17:09,Controversial Bill to Sanction Justices over ‘Unbalanced’ Opinions,146,"Coalition for an Independent and Transparent Judiciary,High Council of Justice,Judiciary,Parliament,Parliament of Georgia",
28/12/2021 - 19:44,UNM’s Senaki Councilor Accuses GD of Attempted Bribery,77,"Georgian Dream,Municipal councils,Sakrebulo,Senaki,United National Movement",
28/12/2021 - 22:12,Port Workers in Batumi End Strike with Key Demands Met,111,"Adjara,Batumi Port,strike",
15/12/2021 - 13:30,"Judiciary Reform, Media Freedom Vital, Stoltenberg Tells Georgian PM",156,"Irakli Garibashvili,Jens Stoltenberg,NATO,NATO-Georgia relations",
15/12/2021 - 14:23,"Economy Minister Meets Turkish, Azerbaijani Counterparts in Baku",142,"Azerbaijan,Economy,Economy Ministry,Georgia,Natia Turnava,Turkey",
15/12/2021 - 15:29,German Court Rules Russian Govt Ordered Khangoshvili Murder,159,"Berlin Murder,Georgia,meta,Zelimkhan Khangoshvili",
15/12/2021 - 15:42,NDI Report on October Municipal Polls,85,"Local polls,National Democratic Institute,NDI,October Elections",
15/12/2021 - 20:34,Georgia PM Meets EU Leaders Ahead of  EaP Summit,161,"Associated Trio,Brussels,EU-Georgia relations,Georgia,Irakli Garibashvili,Oliver Varhelyi",
15/12/2021 - 20:05,Abkhazia Hopes to Again Get Energy for Free from Moscow,183,"Abkhazia,Aslan Bzhania,Enguri,Enguri Hydropower Plant,Georgia,Russia,Russian Occupation",
15/12/2021 - 22:13,Khangoshvili Murder Ruling: Berlin Expels 2 Russian Diplomats,107,"German Foreign Ministry,Russia,Tiergarten-Mord,Zelimkhan Khangoshvili",
15/12/2021 - 22:51,"GD, Opposition Meet Over Constitutional Amendments",114,"constitutional amendments,Georgian Dream,Lelo,Strategy Aghmashenebeli,United National Movement",
16/12/2021 - 13:17,"European Council, Commission Presidents Talk Eastern Partnership",95,"Charles Michel,Georgia,Ursula von der Leyen",
